What does the T.S. stand for in T.S. Eliot 's name ?,description
Who used to make cars with rotary engines ?,human
What 's the second-highest mountain in the world ?,location
When was CNN 's first broadcast ?,number
How do I sing like Elvis Presley ?,abbreviation
What does saliva consist of ?,entity
What does G.M.T. stand for ?,description
What store does Martha Stewart advertise for ?,human
What is the capital of California ?,location
When was the De Beers company founded ?,number
What is a bone marrow transplant meant for ?,abbreviation
What is the name of the art of growing miniature trees ?,entity
What is a `` USB '' port on a computer ?,description
Who does data collection in tourism ?,human
What country will hit the year 2 first ?,location
What year did the War of 1812 begin ?,number
What is Remembrance Day all about ?,abbreviation
Which Beatles disc cover honors the Rolling Stones ?,entity
What does ` PSI ' stand for ?,description
What U.S. Air Force general led the first bombing raid over Tokyo ?,human
What state has the most Indians ?,location
How many hearts does an octopus have ?,number
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?,abbreviation
What kind of animal is Babar ?,entity
What is the full name of the PLO ?,description
What first name was Nipsy Russell given at birth ?,human
What Russian seaport has a name meaning `` Lord of the East '' ?,location
What is the average weight for a man ?,number
What does laser stand for ?,abbreviation
What 's the second-most-used vowel in English ?,entity
"What does R.E.M. stand for , as in the rock group R.E.M. ?",description
Who is Colin Powell ?,human
What country has the best defensive position in the board game Diplomacy ?,location
How many earthworms are in a single pasture ?,number
What was an `` Asiento '' ?,abbreviation
What 1965 film had Jack Lemmon portraying a cartoonist ?,entity
What does NASA stand for ?,description
Which Ventura County police department seized the largest cocaine shipment in it 's history ?,human
Where is there information on the novel `` El Cid '' ?,location
What are the numbers that fit into Fermont 's last theorem ?,number
What caused the death of Bob Marley ?,abbreviation
What predators exist on Antarctica ?,entity
What is the abbreviation for micro ?,description
Who was the first black performer to have his own network TV show ?,human
Where did the Wright brothers make their first flight ?,location
How many people in the USA say their number one source of information is the newspaper ?,number
Why do girls have to wear training bras ?,abbreviation
What is a fear of children ?,entity
"What do the letters D.C. stand for in Washington , D.C. ?",description
What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,human
Where did King Francis I hang the `` Mona Lisa '' when he owned it ?,location
How many penny-farthings are there on a Trivial Pursuit game board ?,number
How can I call a friend in another country when I do not know the telephone number ?,abbreviation
What fastener did Whitcomb Judson patent in 1893 ?,entity
What does HIV stand for ?,description
"What company started out making pies , and wound up manufacturing plastic throwing toys ?",human
What city is found in the city of OZ ?,location
How many equal angles are there in an isosceles triangle ?,number
What is the text of the Fifth Amendment ?,abbreviation
What is a fear of fish ?,entity
What is Mikhail Gorbachev 's middle initial ?,description
What company has built more than 2.5 billion little green houses since 1935 ?,human
What two Caribbean countries share the island of Hispaniola ?,location
What are the statistics for drunken drivers in Maryland ?,number
What makes a tornado turn ?,abbreviation
What football bowl game 's first queen was Hallie Woods ?,entity
What is SVHS ?,description
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,human
Where is Mile High Stadium ?,location
What is the chemical reactivity of neon ?,number
What is the origin of blue for boys and pink for girls ?,abbreviation
What was the first Sam Spade novel ?,entity
What does `` B.Y.O.B. '' mean ?,description
Which company claimed to be `` the world 's biggest toy store '' ?,human
What country borders the most others ?,location
What was the U.S. highway death toll in 1969 ?,number
What are hook worms ?,abbreviation
What are some science fair projects for 8th graders ?,entity
What is the abbreviated term used for the National Bureau of Investigation ?,description
Who is Langston Hughes ?,human
"What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .",location
How many continents are there ?,number
What is the classic definition of tragic hero ?,abbreviation
What is the name of the largest water conservancy project in China ?,entity
What does the abbreviation AIDS stand for ?,description
Who first broke the sound barrier ?,human
What country comes last in an alphabetical list ?,location
How many points are there on a Backgammon board ?,number
What is time ?,abbreviation
What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?,entity
What does IBM stand for ?,description
Who created the character James Bond ?,human
What kind of habitat does the scorpion live in ?,location
How big is a quart ?,number
What do you say to a friend who ignores you for other friends ?,abbreviation
What is the nickname of the Cleveland Indians ?,entity
What does NASDAQ stand for ?,description
Which two inventors invented Post-its ?,human
What African country is governed from Ouagadougou ?,location
How many American soldiers are stationed in South Korea ?,number
What is troilism ?,abbreviation
What series of trials followed World War II ?,entity
What does the abbreviation OAS stand for ?,description
What U.S. Government agency registers trademarks ?,human
What 's the oldest capital city in the Americas ?,location
How many events make up the decathlon ?,number
What is Olestra ?,abbreviation
What disease is the second-biggest killer of North Americans ?,entity
What does BTU mean ?,description
Saddam Hussein was compared to whom by President Bush ?,human
What island group is Guadalcanal a part of ?,location
How much can a person be fined for having a dog on a beach ?,number
What is a Cartesian Diver ?,abbreviation
What was the name of the computer in ` 2001 : A Space Odyssey ' ?,entity
What does NAFTA stand for ?,description
What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,human
"When Superman needs to get away from it all , where does he go ?",location
By how much will the California state gas tax rise by the year 2000 ?,number
What is the origin of the first name ` Breony ' ?,abbreviation
What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?,entity
What is DSL ?,description
Name of heroine in `` Scruples '' ?,human
What country received all the Nobel Prizes awarded in 1976 ?,location
How many tiles did the Space Shuttle Columbia lose on its second flight ?,number
What are the seven deadly sins ?,abbreviation
Name a medicine commonly used to combat AIDS ?,entity
What does e.g. stand for ?,description
Which team won the Super Bowl in 1968 ?,human
What 's the fifth-largest country in the world ?,location
How long after intercourse does it take to find out if you are pregnant ?,number
What are snowballs to a hot-rodder ?,abbreviation
What chemicals are used in lethal injection ?,entity
What does the word LASER mean ?,description
What was the role of the Medieval Guild ?,human
What city is graced by the Arch of Titus ?,location
What is the chemical reactivity of neon ?,number
What are the seven virtues ?,abbreviation
What are some tips for building a fire in a fireplace ?,entity
What does pH stand for ?,description
What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?,human
Where can I find info on Alexander Mackenzie ?,location
What is the price for tuberculosis drugs ?,number
