text,label
How many children under 18 are victims of some sort of Physical Abuse each year ?,number
What Japanese electronics company was named for a coastal city northeast of Tokyo ?,human
Name the blind sculptress in love with the Fantastic Four 's Thing .,human
How do you get a pointsettia to turn red ?,abbreviation
Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?,entity
How many stars are there on the Soviet Union 's flag ?,number
What fruit-topped actress was known as The Brazilian Bombshell ?,human
"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",human
What was the number of people that Randy Steven Craft was convicted of killing ?,number
How does a small businessman contact the Good Humor Ice Cream company to do business with them ?,abbreviation
What series of trials followed World War II ?,entity
What does the acronym CPR mean ?,description
Who was considered to be the father of psychology ?,human
How do they get Teflon to stick to the pan ?,abbreviation
How do telephones work ?,abbreviation
What is June 's birthstone ?,abbreviation
What is the name for clouds that produce rain ?,entity
How many people did Randy Craft kill ?,number
What does a resurrectionist steal ?,entity
Who made the musical plea Be True to Your School ?,human
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",number
What color are a cherry tree 's flowers ?,entity
What does the abbreviation cwt. ?,description
What does Elysium mean ?,abbreviation
What was the Long March in China ?,abbreviation
What is the origin of the term `` The Brooklyn Side '' in bowling ?,abbreviation
Who is the worst US President ever ?,human
Who used AuH2O as an election slogan ?,human
What weapon is the mythological character Apollo most proficient with ?,entity
What is the origin of U.S. Army sergeant 's stripes ?,abbreviation
What color were their horses ?,entity
How does an ion drive work ?,abbreviation
What college football team did Knute Rockne build into a power ?,human
How many small businesses are there in the U.S .,number
Which infectious disease kills the most people worldwide ?,entity
How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,number
What are the most common breeding birds in the U.S. ?,entity
What Hermann Hesse book gave its name to a rock group ?,entity
Why is Indiglo called Indiglo ?,abbreviation
How many people die from tuberculosis each year ?,number
Who fired Maria Ybarra from her position in San Diego council ?,human
What Ernest Hemingway novel had the working title Fiesta ?,entity
When was Berlin 's Brandenburg gate erected ?,number
What facial feature typically contains about 55 hairs ?,abbreviation
What date is Boxing Day ?,number
"What is the history of Spartacus , the Roman slave and gladiator ?",abbreviation
Who was the last woman executed in England ?,human
What personality traits are Capricorns said to have ?,abbreviation
The operating system that runs on IBM-compatible machines is called what ?,entity
By how much will the California state gas tax rise by the year 2000 ?,number
What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?,entity
What is the Order of the Arrow in Boy Scouts ?,abbreviation
What is Linux ?,abbreviation
What are shooting stars ?,abbreviation
What are liver enzymes ?,abbreviation
Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,human
What is the most heavily caffeinated soft drink ?,entity
Which type of submarine was bought recently by South Korea ?,entity
"What river runs through Colorado , Kansas , and Oklahoma ?",location
What is the difference between hair and fur ?,abbreviation
What century 's the setting for TV 's The Adventures of Robin Hood ?,number
When did the neanderthal man live ?,number
Where is the biggest bell ?,location
Where can I find a `` Fifth Element '' screensaver ?,location
What letter is to the right of K on a typewriter keyboard ?,entity
What is the history of Buffalo chicken wings ?,abbreviation
What does JESSICA mean ?,description
What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?,entity
Who built the first successful stern wheel steamboat ?,human
What piano company claims its product is the `` Instrument of the immortals '' ?,human
What bay divides Maryland 's Eastern and Western Shores ?,location
Why does it say on children 's cough syrup not to drive while using this medication ?,abbreviation
What is the weight of a teaspoon of matter in a black hole ?,number
"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",entity
Who wrote ` Hamlet ' ?,human
What are the Baltic States ?,abbreviation
What is the origin of infinity ?,abbreviation
How has TV affected our society ?,abbreviation
What is the capital of California ?,location
What are the names of all the seas in the world and what ocean do they drain into ?,location
How do you say `` Grandma '' in Irish ?,entity
What state in the U.S. has the most blacks ?,location
How many people live in the Falklands ?,number
What do I have to do to get good grades in school ?,abbreviation
How many types of lemurs are there ?,number
What does U.S.S.R. stand for ?,description
Why is the word `` abbreviation '' so long ?,abbreviation
What dummy received an honorary degree from Northwestern University ?,human
Where is the Rose Bowl played ?,location
What does the word `` opera '' mean ?,abbreviation
Who did Napolean defeat at Jena and Auerstadt ?,human
When were the Olympic Games in which Nadia Comaneci became popular played ?,number
What shape-shifting menace did Rom come to Earth to fight ?,entity
What 's the abbreviation for trinitrotoluene ?,description
How many equal angles are there in an isosceles triangle ?,number
Which infectious disease is the world 's deadliest ?,entity
How many sonnets did Shakespeare write ?,number
How did Rocky Marciano die ?,abbreviation
Where is the Abominable Snowman said to wander ?,location
"Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?",human
How can your school march in the Macy 's Thanksgiving Parade ?,abbreviation
What are two plants that clothes are made from ?,entity
Which Bourbon king was restored to the French throne during Napoleon 's abdication ?,human
How many penny-farthings are there on a Trivial Pursuit game board ?,number
Who does data collection in tourism ?,human
Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?,human
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,entity
What is the legal blood alcohol limit for the state of California ?,entity
How many dogs pull a sled in the Iditarod ?,number
Where is Erykah Badu originally from ?,location
What are the environmental influences on plant genetics ?,abbreviation
Name a film that has won the Golden Bear in the Berlin Film Festival ?,entity
How many different types of skunks are there ?,number
How does the Nintendo `` Zapper '' work ?,abbreviation
What state did Helen Keller call home ?,location
What are the dimensions of an ice hockey goal ?,number
What is the date of Bastille Day ?,number
How many states have a `` lemon law '' for new automobiles ?,number
What is Betsy Ross famous for ?,abbreviation
What is a fear of clouds ?,entity
What is Nicholas Cage 's occupation ?,human
What is the only vegetable that starts with `` z '' ?,entity
Who was Ben Casey 's boss ?,human
How does ultraviolet light damage the DNA of skin cells ?,abbreviation
What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,human
Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,abbreviation
What happened to Moon Maiden ?,abbreviation
The Kentucky Horse Park is close to which American city ?,location
How can I find a phone number of someone if I only know their email address ?,abbreviation
What are the languages spoken by the natives in Afghanistan ?,entity
How much could you rent a Volkswagen bug for in 1966 ?,number
"Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?",human
What do flatfish eat ?,entity
What disease is transmitted by the Anopheles mosquito ?,entity
What is the name of a Salt Lake City newspaper ?,entity
"What was Mao , the Chinese leader 's , full name ?",human
What is the best-selling book of all time ?,entity
What soap was touted as being `` for people who like people '' ?,entity
What is the origin of the word `` attic '' ?,abbreviation
What title did Suzette Charles assume for two months in 1984 ?,human
"What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' .",human
Where does most of the marijuana entering the United States come from ?,location
What are Maid-Rites ?,abbreviation
How can I search for a word within my own webpage ?,abbreviation
What is the world 's best selling cookie ?,entity
What fast food is prepared with a `` secret blend of 11 herbs and spices ? '',entity
What is the difference between a classical and an acoustic guitar ?,abbreviation
What river is Pocahontas buried along ?,location
Who moderated the first Kennedy-Nixon TV debate ?,human
What does Venus Retrograde mean ?,abbreviation
How can I get rich quick ?,abbreviation
How does color affect a person psychologically ?,abbreviation
What does SHIELD stand for ?,description
Who is the President of Ghana ?,human
Where do I find information for foreclosure properties on the Internet ?,location
What two animals are specifically mentioned as being in Noah 's Ark ?,entity
How hot should the oven be when making Peachy Oat Muffins ?,number
What was cash-conscious Colonel Edwin L. Drake the first to drill ?,entity
How many characters makes up a word for typing test purposes ?,number
Who was the author of `` John Brown 's Body '' ?,human
What is the difference between a preface and a foreword ?,abbreviation
What does NECROSIS mean ?,description
What kind of species is the monster in the film `` Jaws '' ?,entity
"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?",human
"What kind of sports did they play in the years 1642-1649 , the English Civil War time ?",entity
What 's the second-biggest-selling magazine in America ?,entity
Who famously rode to warn the people of Massachusetts that the British were coming ?,human
What ratio of children of ages between two and eleven watch ` The Simpsons ' ?,number
What is Larry King 's job ?,human
What was an `` Asiento '' ?,abbreviation
Name of heroine in `` Scruples '' ?,human
What is the best college in the country ?,human
What African capital is named for a U.S. president ?,location
What is the horsepower of the shuttle boosters ?,number
Where do the Grimace and Mayor McCheese live ?,location
What is Martin Luther King Jr. 's real birthday ?,number
What line divided the North and South in the U.S. Civil War ?,entity
"What is the smallest thing seen under the most powerful microscope , and how big is it ?",entity
What writer is famous for physically putting himself into the center of his subject matter ?,human
What are the four natural aids used in riding a horse ?,entity
What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,entity
When did the art of quilting begin ?,number
When was Babe Ruth born ?,number
What is the definition of cosmology ?,abbreviation
What kind of guitar did Jimi Hendrix play ?,entity
What country does Ileana Cotrubas come from ?,location
What is the term for the side of the mountain that faces the prevailing winds ?,entity
How do you get bubblegum out of carpet ?,abbreviation
What state in the United States covers the largest area ?,location
What well-known TV talk show host was a lay preacher by the time he was seventeen ?,human
What was the date of CNN 's first broadcast ?,number
How many people were executed for Abraham Lincoln 's assassination ?,number
How many varieties of apple are there ?,number
In what year was actress Joan Collins born ?,number
When was Microsoft established ?,number
How many dots make up the symbol for `` because '' ?,number
Where are the U.S. headquarters for Procter & Gamble ?,location
Who is Zebulon Pike ?,human
"Where can I find scientific data , `` research papers , '' on textile engineering ?",location
Who developed the first polio vaccine ?,human
What are the only players eligible to score points in Roller Derby called ?,human
"What populous state covers 49 , 576 square miles ?",location
What is the origin of thank you notes ?,abbreviation
What is The Gay Science ?,abbreviation
What army was founded by William Booth and his wife Catherine ?,human
"Who created the World Wide Web , WWW ?",human
What is the chemical reactivity of neon ?,number
What did Jack exchange with the butcher for a handful of beans ?,entity
What is the chromosome number of an elephant ?,number
Where can I get a map of Prussia on the Internet ?,location
What was the importance of Magellan ?,abbreviation
Why is the moon different sizes and colors ?,abbreviation
What is a gas release event ?,abbreviation
What is the origin of the word nevermind ?,abbreviation
What is the biblical meaning of ` stones ' ?,abbreviation
How much do tuberculosis combatting drugs cost ?,number
Which college did Dikembe Mutombo play basketball at ?,human
How tall was the animated King Kong ?,number
"What college enlivens Hanover , New Hampshire ?",human
How many tiles did the Space Shuttle Columbia lose on its second flight ?,number
What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?,entity
What are the top ten all-time money making NFL teams ?,human
What musical instrument did Sherlock Holmes play ?,entity
What does idle mean ?,abbreviation
How many head injuries are there in recreational ice skating each year ?,number
What is the nature of snow and how is the formation of snow different from that of ice ?,abbreviation
What is the horsepower of the shuttle boosters ?,number
Who was the famous door-to-door brush salesman ?,human
Where can stocks be traded on-line ?,location
Where is Microsoft 's corporate headquarters located ?,location
What major league baseball team compiled the best won-lost record between 1957 and 1983 ?,human
Where can I find detailed information about Manchukuo ?,location
In what high-risk business venture did Jimmy the Greek bet and lose ?,human
What two European countries are joined by the Gran San Bernardo Pass ?,location
What are the chemicals used in glowsticks ?,entity
Where is Ocho Rios ?,location
What are the words to the song sung by `` Banana in Pajamas '' ?,abbreviation
Who was the second man to walk on the moon ?,human
What 's the name of the Tampa newspaper ?,entity
What does Choo Choo Charlie say ?,abbreviation
What Caribbean island is sometimes called Little England ?,location
What is the Homelite Inc. home page ?,location
What is Smartnet ?,abbreviation
What Mormon leader was said to have had 27 wives ?,human
Where do people mountain climb in Nepal ?,location
What country 's national passenger rail system is called Via ?,location
What was the death toll at the eruption of Mount Pinatubo ?,number
What are the lyrics to the Star Spangled Banner ?,abbreviation
What is moxie ?,abbreviation
What is the function of RAM ?,abbreviation
What is the best brand for a laptop computer ?,entity
What Kentucky city calls itself The Horse Center of America ?,location
How old is too old for a child to not be talking ?,number
"When not adventuring on Rann , what does Adam Strange call his profession ?",human
What does IBM stand for ?,description
What are the odds of giving birth to twins ?,number
Who founded the Unification Church ?,human
What are the rules to `` snow golf '' ?,abbreviation
What Jules Verne novel features scientists held captive in the submarine Nautilus ?,entity
What kind of nuts are used in marzipan ?,entity
Name the creator of `` The Muppets '' .,human
How much snow equals an inch of rain ?,number
How do birds find their way back to the same place every year ?,abbreviation
What war saw battles at Parrot 's Beak and Black Virgin ?,entity
What species was Winnie the Pooh ?,entity
What is the former name of Zimbabwe ?,entity
Which country is known as `` Big Bear '' ?,location
How much did Lucy Van Pelt originally charge for psychiatric sessions ?,number
Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ?,human
What is the fear of the computer called ?,entity
In what year did Thatcher gain power ?,number
Who killed Martin Luther King ?,human
What did the forward-thinking Simon Brothers Bakery of Chicago insert into bagels to boost business ?,entity
"What is the latitude and longitude of El Paso , Texas ?",number
What book did Aaron Hass write ?,entity
When are sheep shorn ?,number
What Peter Blatty novel recounts the horrors of Regan MacNeil 's possession by the devil ?,entity
What 's an easy way to count the approximate number of fish in a lake ?,entity
What astronomical phenomenon takes place in Jan. 1999 ?,entity
What city does McCarren Airport serve ?,location
What day of the week sees the most fatal car accidents ?,number
How many bottles of wine were prisoners in the Bastille allowed per day ?,number
What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?,human
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?,entity
What is the term that describes a word where only one usage has been recorded in all literature ?,entity
Where did Dikembe Mutombo go to college ?,location
What has to be produced in a writ of habeas corpus ?,entity
What Scandinavian capital is built on nine bridge-connected islands ?,location
What animals did The Amazing Three masquerade as ?,entity
What kind of books does Fodor 's publish ?,entity
What is a fear of fur ?,entity
Who is the composer of `` Canon in D Major '' ?,human
What is a Guild ?,abbreviation
Who is the voice of Miss Piggy ?,human
What is hypertext ?,abbreviation
Name Alvin 's brothers,human
Where did George of the Jungle live ?,location
Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?,human
What is the difference between molecules and compounds ?,abbreviation
"What is the per-capita income of Colombia , South America ?",number
What comic strip sometimes features a mailman named Beasley ?,entity
Why is the development of space so important ?,abbreviation
How do plants make food ?,abbreviation
What is the best selling computer model ever ?,entity
What is the best way to remove wallpaper ?,entity
How can you be happy ?,abbreviation
"In AD 999 , what sort of celebrations , fears , were there ?",entity
What is the song Stairway to Heaven by Led Zeppelin about ?,abbreviation
What former African leader held his country 's boxing title for nine years ?,human
What nutrients are for healthy bones and teeth ?,entity
Name Li 'l Abner 's favorite Indian drink .,entity
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?,number
What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,entity
What actress holds the record for the most appearances on the cover of Life ?,human
What country 's flag is field green ?,location
What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,entity
"Name the company that used the line , `` Even your best friend won 't tell you '' in its ad ?",human
How did Edith Bunker die ?,abbreviation
What was the name of Robert Fulton 's most famous steamboat ?,entity
How do I start a bank ?,abbreviation
How many Americans fought for the British in the American Revolution ?,number
How can I gain access to a spy satelite ?,abbreviation
Which continent has the most roses ?,location
What type of bridge is the Golden Gate Bridge ?,entity
What country in Latin America is the largest one ?,location
What does the abbreviation OAS stand for ?,description
Who was actress June Havoc 's legendary sister ?,human
Who was Red Grange ?,human
How many minutes were there on the original GE College Bowl clock ?,number
What war did Johnny Reb and Billy Yank fight ?,entity
What is a horologist ?,abbreviation
What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?,abbreviation
What is Cabarnet Sauvignon ?,abbreviation
What is the price for AAA 's liability auto insurance ?,number
When did humans first begin to write history seriously ?,number
How long does a fly live ?,number
What are three ways in which wind is created on the earth ?,entity
How was Teddy Roosevelt related to FDR ?,abbreviation
What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,human
What is the name of the pop singer whose song became the theme song for a brand of catsup ?,human
What two body parts grow all your life ?,entity
What did Aaron Hass write ?,entity
What baseball team was routinely called `` dem bums '' by its frustrated fans ?,human
What group starred in the movie Rock Around the Clock ?,human
What direction do the best surfing beaches face ?,location
What is the origin of U.S. Army sergeant 's stripes ?,abbreviation
What do the Japanese call Japan ?,entity
What cathedral was Thomas Becket murdered in ?,location
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,entity
What two countries share the Khyber Pass ?,location
How many times a day does the typical person go to the bathroom ?,number
Where is former Pro wrestler Johnny `` Rubber Man '' Walker ?,location
"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?",abbreviation
"What is Black Hills , South Dakota most famous for ?",abbreviation
"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",entity
What is the regular price ?,number
What is literary criticism ?,abbreviation
Who would you use the Heimlich maneuver on ?,human
What materials did the three little pigs use to build their houses ?,entity
What is it like to experience a near death episode ?,abbreviation
"What do you call a date that contains sequencing numbers , like 9-8-98 ?",entity
What is the exchange rate for Australian to American money ?,number
Stuart Hamblen is considered to be the first singing cowboy of what ?,entity
How much energy is released when oxygen and hydrogen mix ?,number
What did the Confederate Constitution say about slavery ?,abbreviation
What three European countries begin with the letter A ?,location
What is D.B. Cooper known for ?,abbreviation
When did the American Civil War end ?,number
How does salt melt ice and snow ?,abbreviation
Who invented batteries ?,human
Where does chocolate come from ?,location
What does it take to become a lawyer ?,entity
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,abbreviation
When did Hitler come to power in Germany ?,number
What creative genius said : `` Everything comes to him who hustles while he waits '' ?,human
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,entity
What actor and actress have made the most movies ?,human
Define the Pheonix Club ?,abbreviation
What man-made waterways is 1.76 miles long ?,location
How can someone become a federal agent ?,abbreviation
What does a farrier put shoes on ?,entity
Why do you say `` God bless you '' when people sneeze ?,abbreviation
Name of heroine in `` Scruples '' ?,human
What Shakespearean play featured Shylock ?,entity
Why do they sterilize the needle for lethal injection ?,abbreviation
What will the California gas tax be in the year 2000 ?,number
What actor first portrayed James Bond ?,human
How many blacks served in the Vietnam War,number
Who won the Nobel Peace Prize in 1991 ?,human
What color is an Arctic fox in winter ?,entity
What is the richest state in the U.S. ?,location
Where on the Internet can I get chemicals importers ?,location
Who sang about Desmond and Molly Jones ?,human
What is the capital of Congo ?,location
What year did the War of 1812 begin ?,number
How do you recognize anorexia ?,abbreviation
Name a country that is developing a magnetic levitation railway system ?,location
Why are haunted houses popular ?,abbreviation
How many times can a nickel-cadmium rechargeable battery be recharged ?,number
Who headed Hitler 's infamous Gestapo ?,human
Who is the French literary charcter who is chiefly famous for his enormous nose ?,human
How many shillings more than 2 were there in a guinea ?,number
What is Greek pita ?,abbreviation
What Pope inaugurated Vatican International Radio ?,human
Where is Procter & Gamble headquartered in the U.S. ?,location
What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?,entity
"What clause in the U.S. Constitution may not be changed , altered or amended ?",abbreviation
The Jewish alphabet is known as what ?,entity
What double talking `` professor '' holds a doctorate in Nothing ?,human
Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?,human
What is the wingspan of a condor ?,number
What 's the longest river in the world ?,location
What director made one silent and one sound version of The Ten Commandments ?,human
What was the first English play written exclusively for children ?,entity
What are the benefits of home school ?,abbreviation
What is Australia Day ?,abbreviation
"Where is Hearst Castle , built by publisher William Randolph Hearst ?",location
Who is the leader of Brunei ?,human
Who is the famous sister of actress Olivia De Havilland ?,human
What was the name of Sergeant Preston of the Yukon 's lead dog ?,entity
What is the term for someone who hates mankind ?,entity
What is the name of the game that Garry Kasparov plays ?,entity
What is the abbreviated form of the National Bureau of Investigation ?,description
What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco ?,human
What count did Alexandre Dumas write about ?,human
What does the word terrorism mean ?,abbreviation
Where is Procter & Gamble based in the U.S. ?,location
How tall was the animated Frankenstein,number
What is the definition of ` graphic details ' ?,abbreviation
"What country surrounds San Marino , the world 's smallest Republic ?",location
Who established a Viking colony in Greenland about 985 ?,human
What are the two cities in Dicken 's `` A Tale of Two Cities '' ?,location
What is the size of the largest akita ?,number
How do you handle a hungry man ?,abbreviation
What Mediterranean island is home to the first Club Med ?,location
Which large U.S. city had the highest murder rate for 1988 ?,location
Who was the only president to serve two nonconsecutive terms ?,human
When was Queen Victoria born ?,number
What year was Janet Jackson 's first album released ?,number
Hazmat stands for what ?,abbreviation
How many different kinds of ice cream are there ?,number
How did Bob Marley die ?,abbreviation
What must be exceeded to produce a sonic boom ?,entity
"What country covers 8 , 600 , 387 square miles ?",location
What U.S. state are the Finger Lakes in ?,location
Name of the lady the Great Gatsby pines for ?,human
How do I know someone is truly in love with me ?,abbreviation
What have you not let a tennis ball do if you volley ?,abbreviation
What are Bellworts ?,abbreviation
What are the seven deadly sins ?,abbreviation
Who were the 1974 Oscar winners ?,human
Where does the Santa Fe Trail begin and end ?,location
How many American soldiers have died for their country to date ?,number
Which comic book was not spawned directly from the pulp magazines ?,entity
How do you make a paintball ?,abbreviation
How can I find a list of celebrities ' real names ?,abbreviation
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,location
What foods contain the most protein ?,entity
How does crosstalk relate to InSb thickness in infrared detectors ?,abbreviation
What is different about the red and black fox ?,abbreviation
"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?",human
What is a Certified Nurse Midwife ?,abbreviation
Where is the largest dam in the world ?,location
What is the population of the United States ?,number
What Scottish poet penned To a Mouse and To a Louse ?,human
"How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?",number
What does `` B.Y.O.B. '' mean ?,description
What is the fare cost for the round trip between New York and London on Concorde ?,number
Why are there olives in martinis ?,abbreviation
How can I get a CCT diagram ?,abbreviation
Where was Christopher Columbus born ?,location
What 's the origin of the word ` news ' ?,abbreviation
Which of the Seven Dwarfs comes first alphabetically ?,human
Who is Mia Farrow 's mother ?,human
What states do not have state income tax ?,location
What is Goldfinger 's first name ?,human
Who first broke the sound barrier ?,human
Approximately how many students are enrolled at the University of Massachusetts ?,number
What was the first town to be chartered in Vermont ?,location
What movie has made the most money ?,entity
What board game does a `` wood-pusher '' play poorly ?,entity
What are the historical trials following World War II called ?,entity
"In My Antonia , how is Mr. Shimerda out of place on the farm ?",abbreviation
What 's the nickname of oddsmaker Jimmy Snyder ?,human
What British TV series featured Emma Peel ?,entity
What 's the second-highest mountain in the world ?,location
How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,number
In what county is Eckley Colorado ?,location
What is President Nixon 's birthdate ?,number
What is the origin of the city `` Corpus Christi '' ?,abbreviation
Where are the Union Stockyards ?,location
What is the fine for having a dog on a beach ?,number
How many acres in a mile ?,number
What new year is celebrated on February 16th ?,entity
What geological time do we live in ?,number
"What President lived at 219 North Delaware Street , Independence , Missouri ?",human
What does Freddy Freeman say to become Captain Marvel Jr. ?,abbreviation
What are the ages in comic book lingo ?,entity
"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''",abbreviation
"Who was in Death of a Salesman original movie , not 1985 ?",human
How many logarithmic scales are there on a slide rule ?,number
What is a fear of motion ?,entity
"What 1942 espionage movie reunited director John Huston with Maltese Falconers Humphrey Bogart , Mary Astor , and Sidney Greenstreet ?",entity
How hot should the oven be when baking Peachy Oat Muffins ?,number
What is a Cartesian Diver ?,abbreviation
Who banned Peter Rose from baseball for betting on games ?,human
What does BTU mean ?,description
What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?,human
What carries sperm up into the pelvic region ?,entity
What is a specimen of basidiomycetes ?,abbreviation
What corporation does Madonna advertise for ?,human
What year did the United States pass the Copyright law ?,number
"Where can I find up-to-date coastal ocean surface temperature information , preferably along North America and the Caribbean ?",location
How much of the earth 's surface is permanently frozen ?,number
What country 's people are the top television watchers ?,location
Where can I find information about touring the Philippines ?,location
What is the most efficient way to start a barbeque ?,entity
How many times a day should you take a prescription marked `` q.i.d . '' ?,number
What U.S. Air Force general led the first bombing raid over Tokyo ?,human
What kind of crystals exist ?,entity
What is a `` repeating voter '' ?,abbreviation
How did people respond to the idea of the first millenium ?,abbreviation
What country do the Galapagos Islands belong to ?,location
"In Beetle Bailey , can you name Sarge 's dog ?",entity
What suburban housewife and mother of three wrote The Feminine Mystique ?,human
In what city does Maurizio Pellegrin now live ?,location
What hockey team did Wayne Gretzky play for ?,human
What is the origin of the word `` amen '' ?,abbreviation
Who is Desmond Tutu ?,human
When did the Bounty mutiny take place ?,number
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,human
"What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?",entity
What 's another word that means `` knows all '' ?,entity
What is money made of ?,entity
How many spaces follow a period at the end of a sentence ?,number
"Who says , `` If you don 't look good , we don 't look good '' ?",human
What chemicals are used in lethal injection ?,entity
What are the world 's four oceans ?,location
"What baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?",entity
Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?,location
"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?",entity
What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?,human
What country borders the most others ?,location
What money was used here ?,entity
What characteristics contribute to its `` intelligence '' ?,abbreviation
How effective are condoms in protecting against AIDS ?,abbreviation
What state 's home to the Buffalo Bill Historical Center ?,location
How do you write MLA style bibliographies for an Internet source ?,abbreviation
